id,age,edu,edu_num,male,use_int_s,pri_con_m_b,inf_sha_att_m_b,inf_sha_beh_m_b,tim_int_m,tim_int_wor_m,tim_int_wee_m,t1_pri_con_01,t1_pri_con_02,t1_pri_con_03,t1_pri_con_04,t1_pri_con_05,t1_pri_con_06,t1_pri_con_07,t1_pri_con_08,t1_pri_con_09,t1_inf_sha_beh_01,t1_inf_sha_beh_02,t1_inf_sha_beh_03,t1_inf_sha_beh_04,t1_inf_sha_beh_05,t1_inf_sha_beh_06,t1_inf_sha_beh_07,t1_inf_sha_beh_08,t1_inf_sha_beh_09,t1_inf_sha_beh_10,t1_inf_sha_beh_11,t1_inf_sha_att_01,t1_inf_sha_att_02,t1_inf_sha_att_03,t1_inf_sha_att_04,t1_inf_sha_att_05,t1_inf_sha_att_06,t1_inf_sha_att_07,t1_inf_sha_att_08,t1_inf_sha_att_09,t1_inf_sha_att_10,t1_inf_sha_att_11,t1_tim_int_01,t1_tim_int_02,t1_tim_int_03,t1_tim_int_04,t1_tim_int_05,t1_na_per,t1_na_per_inf_sha_beh,t1_tim_int_wor,t1_tim_int_wee,t1_use_int,t1_tim_int,t1_pri_con_m,t1_inf_sha_att_m,t1_inf_sha_beh_m,t2_pri_con_01,t2_pri_con_02,t2_pri_con_03,t2_pri_con_04,t2_pri_con_05,t2_pri_con_06,t2_pri_con_07,t2_pri_con_08,t2_pri_con_09,t2_inf_sha_beh_01,t2_inf_sha_beh_02,t2_inf_sha_beh_03,t2_inf_sha_beh_04,t2_inf_sha_beh_05,t2_inf_sha_beh_06,t2_inf_sha_beh_07,t2_inf_sha_beh_08,t2_inf_sha_beh_09,t2_inf_sha_beh_10,t2_inf_sha_beh_11,t2_inf_sha_att_01,t2_inf_sha_att_02,t2_inf_sha_att_03,t2_inf_sha_att_04,t2_inf_sha_att_05,t2_inf_sha_att_06,t2_inf_sha_att_07,t2_inf_sha_att_08,t2_inf_sha_att_09,t2_inf_sha_att_10,t2_inf_sha_att_11,t2_tim_int_01,t2_tim_int_02,t2_tim_int_03,t2_tim_int_04,t2_tim_int_05,t2_na_per,t2_na_per_inf_sha_beh,t2_tim_int_wor,t2_tim_int_wee,t2_use_int,t2_tim_int,t2_pri_con_m,t2_inf_sha_att_m,t2_inf_sha_beh_m,t3_pri_con_01,t3_pri_con_02,t3_pri_con_03,t3_pri_con_04,t3_pri_con_05,t3_pri_con_06,t3_pri_con_07,t3_pri_con_08,t3_pri_con_09,t3_inf_sha_beh_01,t3_inf_sha_beh_02,t3_inf_sha_beh_03,t3_inf_sha_beh_04,t3_inf_sha_beh_05,t3_inf_sha_beh_06,t3_inf_sha_beh_07,t3_inf_sha_beh_08,t3_inf_sha_beh_09,t3_inf_sha_beh_10,t3_inf_sha_beh_11,t3_inf_sha_att_01,t3_inf_sha_att_02,t3_inf_sha_att_03,t3_inf_sha_att_04,t3_inf_sha_att_05,t3_inf_sha_att_06,t3_inf_sha_att_07,t3_inf_sha_att_08,t3_inf_sha_att_09,t3_inf_sha_att_10,t3_inf_sha_att_11,t3_tim_int_01,t3_tim_int_02,t3_tim_int_03,t3_tim_int_04,t3_tim_int_05,t3_na_per,t3_na_per_inf_sha_beh,t3_tim_int_wor,t3_tim_int_wee,t3_use_int,t3_tim_int,t3_pri_con_m,t3_inf_sha_att_m,t3_inf_sha_beh_m,t4_pri_con_01,t4_pri_con_02,t4_pri_con_03,t4_pri_con_04,t4_pri_con_05,t4_pri_con_06,t4_pri_con_07,t4_pri_con_08,t4_pri_con_09,t4_inf_sha_beh_01,t4_inf_sha_beh_02,t4_inf_sha_beh_03,t4_inf_sha_beh_04,t4_inf_sha_beh_05,t4_inf_sha_beh_06,t4_inf_sha_beh_07,t4_inf_sha_beh_08,t4_inf_sha_beh_09,t4_inf_sha_beh_10,t4_inf_sha_beh_11,t4_inf_sha_att_01,t4_inf_sha_att_02,t4_inf_sha_att_03,t4_inf_sha_att_04,t4_inf_sha_att_05,t4_inf_sha_att_06,t4_inf_sha_att_07,t4_inf_sha_att_08,t4_inf_sha_att_09,t4_inf_sha_att_10,t4_inf_sha_att_11,t4_tim_int_01,t4_tim_int_02,t4_tim_int_03,t4_tim_int_04,t4_tim_int_05,t4_na_per,t4_na_per_inf_sha_beh,t4_tim_int_wor,t4_tim_int_wee,t4_use_int,t4_tim_int,t4_pri_con_m,t4_inf_sha_att_m,t4_inf_sha_beh_m,t5_pri_con_01,t5_pri_con_02,t5_pri_con_03,t5_pri_con_04,t5_pri_con_05,t5_pri_con_06,t5_pri_con_07,t5_pri_con_08,t5_pri_con_09,t5_inf_sha_beh_01,t5_inf_sha_beh_02,t5_inf_sha_beh_03,t5_inf_sha_beh_04,t5_inf_sha_beh_05,t5_inf_sha_beh_06,t5_inf_sha_beh_07,t5_inf_sha_beh_08,t5_inf_sha_beh_09,t5_inf_sha_beh_10,t5_inf_sha_beh_11,t5_inf_sha_att_01,t5_inf_sha_att_02,t5_inf_sha_att_03,t5_inf_sha_att_04,t5_inf_sha_att_05,t5_inf_sha_att_06,t5_inf_sha_att_07,t5_inf_sha_att_08,t5_inf_sha_att_09,t5_inf_sha_att_10,t5_inf_sha_att_11,t5_tim_int_01,t5_tim_int_02,t5_tim_int_03,t5_tim_int_04,t5_tim_int_05,t5_na_per,t5_na_per_inf_sha_beh,t5_tim_int_wor,t5_tim_int_wee,t5_use_int,t5_tim_int,t5_pri_con_m,t5_inf_sha_att_m,t5_inf_sha_beh_m
204231,61,Master/Diplom/Magister,7,1,5,4,1,1.8,90,90,90,4,5,4,5,3,3,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,1,3,3,NA,30,NA,NA,0,0.3684210526315789,1,NA,NA,1,NA,4.222222222222222,2.727272727272727,1,4,4,4,4,4,3,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,1,NA,NA,0.07894736842105263,0,NA,NA,1,NA,4,1,1,4,4,4,4,5,2,4,4,5,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,3,2,1,3,3,NA,30,NA,NA,NA,0.10526315789473684,0,NA,NA,1,NA,4,2,1.6363636363636365,4,5,4,4,4,3,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,1,30,NA,0.02631578947368421,0,90,90,1,90,4.111111111111111,1,1,4,4,3,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,2,2,1,1,1,1,2,3,NA,30,1,NA,NA,0.07894736842105263,0,NA,NA,1,NA,4,1.4545454545454546,5
201649,61,Realschule,3,1,5,3,1,1.6,131.42857142857144,142.5,135,2,3,2,5,4,2,2,4,5,1,1,2,2,2,2,3,3,1,2,2,1,1,2,4,3,2,3,3,2,3,4,NA,30,1,0,0,0.02631578947368421,0,NA,60,1,NA,3.2222222222222223,2.5454545454545454,1.9090909090909092,5,4,5,5,5,2,3,5,5,1,1,2,2,2,2,3,3,1,1,1,1,1,2,2,2,2,3,2,1,1,2,1,30,2,0,NA,0.02631578947368421,0,90,120,1,98.57142857142857,4.333333333333333,1.7272727272727273,1.7272727272727273,2,5,3,5,3,2,1,3,5,3,1,2,2,2,2,4,4,1,3,2,1,2,2,2,2,2,3,3,1,1,2,2,0,3,0,NA,0.02631578947368421,0,120,180,1,137.14285714285714,3.2222222222222223,1.9090909090909092,2.3636363636363638,3,3,5,5,3,1,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,30,4,NA,NA,0.05263157894736842,0,210,NA,1,NA,3.3333333333333335,1,1,3,3,3,5,4,4,5,4,5,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,30,3,0,NA,0.07894736842105263,0,150,180,1,158.57142857142858,4,1,1.9090909090909092
200682,61,Bachelor,6,1,5,3.8,1,2.4,201.42857142857142,270,30,4,4,5,4,4,5,5,5,5,1,1,3,3,3,3,3,2,1,2,2,1,2,4,4,4,4,4,3,1,1,2,10,0,1,0,0,0,0,600,60,1,445.7142857142857,4.555555555555555,2.727272727272727,2.1818181818181817,3,4,5,4,5,4,5,4,5,1,1,3,3,3,3,3,3,1,2,2,1,2,4,4,4,4,4,4,2,3,3,10,NA,1,NA,NA,0.07894736842105263,0,NA,NA,1,NA,4.333333333333333,3.1818181818181817,2.272727272727273,4,4,5,4,5,4,4,4,4,1,1,3,3,3,3,5,3,1,2,2,1,2,4,4,3,3,4,4,2,2,3,6,NA,0,30,NA,0.05263157894736842,0,NA,30,1,NA,4.222222222222222,2.909090909090909,2.4545454545454546,4,4,5,4,4,4,3,4,4,4,2,3,3,3,3,3,3,1,2,2,1,3,4,3,3,3,4,3,2,1,1,2,30,0,30,NA,0.02631578947368421,0,150,30,1,115.71428571428571,4,2.5454545454545454,2.6363636363636362,4,4,4,4,4,4,3,4,4,5,5,3,3,3,3,3,3,5,4,4,1,2,4,4,4,4,4,3,2,1,1,1,0,0,0,NA,0.02631578947368421,0,60,0,1,42.857142857142854,3.888888888888889,2.727272727272727,3.727272727272727
200674,61,Master/Diplom/Magister,7,1,5,3,1.2,1.8,145.71428571428572,144,150,3,3,2,3,2,2,3,3,3,1,1,4,4,4,4,4,4,2,2,2,1,2,4,4,4,3,4,4,2,2,3,1,30,1,30,0,0,0,90,90,1,90,2.6666666666666665,3,2.909090909090909,3,4,3,3,4,2,3,4,3,1,1,4,4,4,4,4,4,1,2,2,1,2,4,4,4,4,4,3,2,2,3,3,0,4,0,NA,0.02631578947368421,0,180,240,1,197.14285714285714,3.2222222222222223,3,2.8181818181818183,2,3,2,3,3,2,2,3,3,1,3,4,4,4,4,4,4,1,2,2,1,2,3,3,3,3,3,3,1,3,3,2,30,2,0,NA,0.02631578947368421,0,150,120,1,141.42857142857142,2.5555555555555554,2.5454545454545454,3,4,4,3,3,4,2,3,3,4,3,2,3,3,3,3,3,2,2,2,2,2,2,4,4,4,4,4,4,2,2,3,2,30,1,30,NA,0.02631578947368421,0,150,90,1,132.85714285714286,3.3333333333333335,3.1818181818181817,2.5454545454545454,3,3,2,4,3,3,3,4,4,3,2,3,3,3,3,3,3,2,3,3,1,2,3,4,4,4,4,4,2,3,3,2,30,3,30,NA,0.02631578947368421,0,150,210,1,167.14285714285714,3.2222222222222223,3.090909090909091,2.8181818181818183
202547,61,Berufausbildung,4,2,5,3,2,3.2,1076.5714285714284,1008,1248,4,4,4,4,4,3,4,3,4,2,2,3,3,3,3,4,2,2,2,1,1,3,3,4,4,1,3,1,1,1,1,10,0,10,0,0,0,0,600,600,1,600,3.7777777777777777,2.090909090909091,2.4545454545454546,2,4,3,2,2,4,3,4,4,5,3,2,1,1,1,3,2,1,1,1,3,4,4,4,4,3,3,2,2,2,3,8,0,8,0,NA,0.02631578947368421,0,480,480,1,480,3.111111111111111,3.090909090909091,1.9090909090909092,3,5,5,4,4,2,5,4,5,2,2,2,3,3,2,3,2,2,3,2,1,4,2,5,5,1,3,2,2,3,3,8,0,8,0,NA,0.02631578947368421,0,480,480,1,480,4.111111111111111,2.8181818181818183,2.3636363636363638,3,4,4,4,5,3,3,5,5,4,2,3,3,3,2,3,2,2,2,2,1,5,5,4,4,1,1,1,1,1,1,50,0,70,0,NA,0.02631578947368421,0,3000,4200,1,3342.8571428571427,4,2.272727272727273,2.5454545454545454,3,4,5,5,5,3,3,5,5,3,3,3,3,3,4,3,4,1,1,1,4,5,3,2,2,1,2,1,1,1,1,8,0,8,0,NA,0.02631578947368421,0,480,480,1,480,4.222222222222222,2.090909090909091,2.6363636363636362
201001,61,Berufausbildung,4,2,5,4.2,3.8,3.4,90,90,90,5,5,5,5,5,5,5,5,5,4,1,3,4,3,3,3,2,2,2,2,4,5,3,4,2,2,3,2,2,3,3,2,0,1,0,0,0,0,120,60,1,102.85714285714286,5,3,2.6363636363636362,4,5,5,5,5,5,5,4,5,3,2,3,3,3,3,3,3,2,2,2,2,3,4,4,4,4,4,4,2,3,3,1,NA,1,NA,NA,0.07894736842105263,0,NA,NA,1,NA,4.777777777777778,3.3636363636363638,2.6363636363636362,5,5,5,5,5,5,5,5,5,3,1,3,3,3,3,4,3,2,2,1,5,1,4,4,3,3,4,3,2,2,2,1,0,2,0,NA,0.02631578947368421,0,60,120,1,77.14285714285714,5,3,2.5454545454545454,3,4,4,3,4,4,3,3,3,4,2,3,3,3,3,3,3,2,2,2,3,1,4,4,4,4,4,3,3,2,2,1,NA,1,NA,NA,0.07894736842105263,0,NA,NA,1,NA,3.4444444444444446,3.090909090909091,2.727272727272727,4,2,4,4,5,2,3,2,3,3,1,3,3,3,3,3,3,2,3,3,5,3,4,4,4,4,4,4,1,2,2,NA,30,NA,30,NA,0.07894736842105263,0,NA,NA,1,NA,3.2222222222222223,3.3636363636363638,2.727272727272727
203714,61,Realschule,3,1,5,3.8,1.8,2.2,68.57142857142857,80,90,5,4,4,5,5,5,5,4,5,1,1,2,2,2,2,2,2,2,1,1,4,3,3,3,3,3,3,3,3,3,3,1,30,NA,30,0,0.02631578947368421,0,90,NA,1,NA,4.666666666666667,3.090909090909091,1.6363636363636365,3,4,4,5,5,4,5,5,5,1,1,2,2,2,2,2,2,2,2,1,1,1,3,3,3,3,3,3,2,3,3,1,30,1,NA,NA,0.05263157894736842,0,90,NA,1,NA,4.444444444444445,2.5454545454545454,1.7272727272727273,4,4,5,5,5,4,4,4,5,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,3,3,3,3,3,1,NA,NA,30,NA,0.07894736842105263,0,NA,NA,1,NA,4.444444444444445,2.5454545454545454,1.8181818181818181,4,4,4,4,5,3,5,4,4,3,1,2,2,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,1,NA,NA,30,NA,0.07894736842105263,0,NA,NA,1,NA,4.111111111111111,2.8181818181818183,2.272727272727273,3,5,5,4,5,3,5,4,5,5,5,3,3,3,3,3,3,4,3,3,1,1,2,3,3,3,4,3,3,3,4,1,0,1,30,NA,0.02631578947368421,0,60,90,1,68.57142857142857,4.333333333333333,2.727272727272727,3.4545454545454546
200974,61,Master/Diplom/Magister,7,1,5,2,1.6,1.8,NaN,NaN,210,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,1,2,2,2,2,4,4,4,4,3,4,1,3,3,8,NA,3,NA,0,0.05263157894736842,0,NA,NA,1,NA,2,3.090909090909091,2.3636363636363638,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,1,2,2,2,2,4,4,4,4,3,4,1,3,3,8,NA,3,NA,NA,0.07894736842105263,0,NA,NA,1,NA,2,3.090909090909091,2.3636363636363638,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,1,2,2,2,2,4,4,4,4,3,4,1,3,3,8,NA,3,NA,NA,0.07894736842105263,0,NA,NA,1,NA,2,3.090909090909091,2.3636363636363638,2,2,2,2,1,1,1,2,2,2,1,3,3,3,3,3,3,1,2,2,1,1,4,4,4,4,3,4,1,3,3,8,NA,3,30,NA,0.05263157894736842,0,NA,210,1,NA,1.6666666666666667,2.909090909090909,2.3636363636363638,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,4,1,3,3,8,NA,4,NA,NA,0.3684210526315789,1,NA,NA,1,NA,1.6666666666666667,2.909090909090909,1
202160,61,Berufausbildung,4,2,5,3,1,2,NaN,90,NaN,3,4,5,3,5,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,5,3,3,3,3,4,4,1,2,2,1,30,NA,20,0,0.02631578947368421,0,90,NA,1,NA,2.6666666666666665,2.8181818181818183,2.6363636363636362,3,5,4,3,5,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,0.07894736842105263,0,NA,NA,1,NA,3.3333333333333335,1,5,3,5,5,3,5,3,3,4,4,1,1,4,4,4,4,4,NA,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,NA,1,NA,NA,0.10526315789473684,0.09090909090909091,NA,NA,1,NA,3.888888888888889,2.090909090909091,2.5,3,3,5,3,5,4,1,1,4,1,1,2,2,2,2,2,2,1,1,1,1,1,3,3,3,3,3,3,1,1,1,NA,30,NA,30,NA,0.07894736842105263,0,NA,NA,1,NA,3.2222222222222223,2.090909090909091,1.5454545454545454,3,5,5,4,5,3,2,4,4,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,0.07894736842105263,0,NA,NA,1,NA,3.888888888888889,1,2
202845,61,NA,NA,1,5,4,2.6,3.8,274.57142857142856,256,321,4,4,4,3,4,4,5,3,4,4,1,4,4,4,4,4,4,1,4,4,1,3,3,4,3,3,3,1,2,3,2,3,0,3,45,0,0,0,180,225,1,192.85714285714286,3.888888888888889,2.5454545454545454,3.4545454545454546,5,4,2,5,4,3,3,5,5,4,2,2,2,2,2,2,2,1,2,2,3,4,3,3,1,1,2,1,1,2,2,6,30,7,0,NA,0.02631578947368421,0,390,420,1,398.57142857142856,4,2.090909090909091,2.090909090909091,3,4,4,3,4,3,4,2,4,3,1,2,2,2,2,2,1,1,2,2,4,4,2,3,1,1,1,1,2,3,3,4,15,6,0,NA,0.02631578947368421,0,255,360,1,285,3.4444444444444446,2.272727272727273,1.8181818181818181,4,4,5,3,5,3,4,5,5,4,2,2,2,2,2,2,2,1,2,2,1,3,3,3,3,3,2,2,1,2,2,4,20,5,30,NA,0.02631578947368421,0,260,330,1,280,4.222222222222222,2.272727272727273,2.090909090909091,4,4,4,4,5,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,1,1,2,3,3,3,15,4,30,NA,0.02631578947368421,0,195,270,1,216.42857142857142,3.7777777777777777,2.3636363636363638,4
203047,61,NA,NA,2,5,1.2,1.4,2.2,22.857142857142858,20,30,1,2,1,1,2,1,1,1,1,2,1,2,3,3,2,3,2,1,2,1,2,1,2,4,4,2,4,3,2,4,4,NA,30,1,NA,0,0.05263157894736842,0,NA,NA,1,NA,1.2222222222222223,2.909090909090909,2,1,4,2,2,2,1,1,1,1,2,1,3,3,3,3,3,2,2,2,1,2,2,4,4,4,2,5,3,3,3,2,NA,30,1,NA,NA,0.07894736842105263,0,NA,NA,1,NA,1.6666666666666667,3.090909090909091,2.272727272727273,1,2,1,1,2,1,1,1,2,1,1,2,4,2,2,4,2,2,2,1,1,1,2,4,2,1,4,2,3,3,3,1,NA,NA,30,NA,0.07894736842105263,0,NA,NA,1,NA,1.3333333333333333,2.3636363636363638,2.090909090909091,1,2,2,1,1,1,1,1,2,1,1,2,3,3,3,4,2,1,2,2,1,3,2,4,3,2,4,3,3,3,3,2,NA,1,NA,NA,0.07894736842105263,0,NA,NA,1,NA,1.3333333333333333,2.8181818181818183,2.1818181818181817,2,2,1,2,3,1,1,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,4,3,2,5,3,3,3,3,0,20,0,30,NA,0.2631578947368421,0.8181818181818182,20,30,1,22.857142857142858,1.5555555555555556,2.727272727272727,5
201458,61,Master/Diplom/Magister,7,1,5,3,1.4,2.4,260,240,260,2,4,2,3,3,4,5,5,5,1,2,4,4,4,4,5,3,2,3,3,1,2,4,4,4,3,4,3,3,4,4,5,0,5,0,0,0,0,300,300,1,300,3.6666666666666665,3.272727272727273,3.1818181818181817,4,4,3,4,3,3,5,5,5,1,1,4,4,4,4,5,5,3,5,4,1,1,4,4,3,2,4,2,2,4,4,5,0,5,0,NA,0.02631578947368421,0,300,300,1,300,4,2.8181818181818183,3.6363636363636362,3,4,4,4,4,4,5,5,5,1,1,5,5,5,4,5,4,2,3,2,1,2,4,4,4,3,4,3,3,3,3,3,0,3,NA,NA,0.05263157894736842,0,180,NA,1,NA,4.222222222222222,3.090909090909091,3.3636363636363638,3,4,4,4,4,3,5,5,5,4,2,5,5,4,4,5,4,3,4,3,3,3,4,5,4,4,5,3,4,5,4,3,0,3,0,NA,0.02631578947368421,0,180,180,1,180,4.111111111111111,4,3.909090909090909,3,5,3,4,4,2,5,5,5,5,4,1,1,1,1,1,2,2,1,2,1,2,4,4,3,3,5,4,4,4,4,4,NA,4,NA,NA,0.07894736842105263,0,NA,NA,1,NA,4,3.4545454545454546,1.9090909090909092
203512,60,Master/Diplom/Magister,7,1,5,4,1,1,92.14285714285714,97.5,60,4,5,5,5,5,5,5,5,5,1,1,2,2,2,2,3,2,1,2,2,1,1,3,3,3,3,4,3,1,3,3,1,30,0,30,0,0,0,90,30,1,72.85714285714286,4.888888888888889,2.5454545454545454,1.8181818181818181,4,5,5,5,4,4,5,4,5,1,1,2,2,2,2,2,2,1,2,2,1,1,4,4,3,3,4,3,1,3,3,NA,60,NA,30,NA,0.07894736842105263,0,NA,NA,1,NA,4.555555555555555,2.727272727272727,1.7272727272727273,4,5,5,5,4,4,5,5,5,1,1,2,2,2,2,2,2,1,2,2,1,1,4,4,3,3,4,3,1,3,4,2,0,1,30,NA,0.02631578947368421,0,120,90,1,111.42857142857143,4.666666666666667,2.8181818181818183,1.7272727272727273,4,5,4,5,4,4,5,5,5,1,1,2,2,2,2,2,2,1,2,2,1,1,4,4,3,3,4,3,1,3,3,1,30,NA,15,NA,0.05263157894736842,0,90,NA,1,NA,4.555555555555555,2.727272727272727,1.7272727272727273,4,5,5,5,5,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,3,3,1,30,NA,30,NA,0.3421052631578947,1,90,NA,1,NA,4.777777777777778,2.4545454545454546,1
200973,60,NA,NA,1,5,4.4,1,1,131.42857142857142,120,142.5,4,4,4,4,5,3,3,4,5,1,1,3,3,3,3,3,3,1,1,1,1,2,3,3,3,3,3,3,2,3,3,2,0,2,0,0,0,0,120,120,1,120,4,2.6363636363636362,2.090909090909091,5,5,4,4,5,4,5,4,4,1,1,3,3,3,3,3,3,1,2,2,1,2,3,3,3,3,3,3,2,3,3,2,0,3,0,NA,0.02631578947368421,0,120,180,1,137.14285714285714,4.444444444444445,2.6363636363636362,2.272727272727273,4,4,4,4,5,3,5,3,5,1,1,4,4,4,4,4,3,1,1,1,1,1,4,4,3,3,3,3,2,3,3,1,NA,3,NA,NA,0.07894736842105263,0,NA,NA,1,NA,4.111111111111111,2.727272727272727,2.5454545454545454,4,4,5,5,5,4,5,3,5,1,1,2,2,2,2,2,2,1,1,1,1,1,3,3,3,2,3,3,1,1,1,2,0,3,0,NA,0.02631578947368421,0,120,180,1,137.14285714285714,4.444444444444445,2,1.5454545454545454,5,5,5,4,5,3,5,3,5,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,4,3,1,2,2,1,NA,1,30,NA,0.3421052631578947,1,NA,90,1,NA,4.444444444444445,2.4545454545454546,1
203562,60,Berufausbildung,4,1,5,1.8,1.2,1.8,240,300,90,1,3,3,3,3,3,3,3,3,1,1,5,5,5,5,5,1,1,5,2,1,1,3,3,3,3,3,3,3,3,3,8,0,1,0,0,0,0,480,60,1,360,2.7777777777777777,2.6363636363636362,3.272727272727273,1,4,4,3,3,3,3,3,3,1,1,3,3,3,3,3,3,1,1,1,2,2,3,3,3,3,3,3,3,3,3,2,0,2,0,NA,0.02631578947368421,0,120,120,1,120,3,2.8181818181818183,2.090909090909091,3,4,4,3,3,3,3,3,3,1,1,5,5,5,5,5,5,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,NA,NA,45,NA,0.07894736842105263,0,NA,NA,1,NA,3.2222222222222223,2.6363636363636362,3.1818181818181817,1,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,2,2,2,3,3,3,3,3,1,NA,1,NA,NA,0.07894736842105263,0,NA,NA,1,NA,2.7777777777777777,2.3636363636363638,1.1818181818181819,3,3,3,3,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,1,1,1,3,3,3,3,3,3,3,3,8,NA,NA,NA,NA,0.10526315789473684,0,NA,NA,1,NA,3.111111111111111,2.4545454545454546,5
202613,60,NA,NA,1,5,3.8,2.8,2.6,184.28571428571428,210,120,4,3,2,5,1,5,5,5,5,1,1,2,2,2,2,3,3,1,2,2,1,1,3,3,3,3,3,3,2,3,3,9,NA,3,NA,0,0.05263157894736842,0,NA,NA,1,NA,3.888888888888889,2.5454545454545454,1.9090909090909092,4,3,2,5,2,5,5,5,5,2,1,2,2,2,2,3,3,1,2,2,3,3,3,3,3,3,4,3,1,3,3,9,NA,3,NA,NA,0.07894736842105263,0,NA,NA,1,NA,4,2.909090909090909,2,4,3,2,4,4,4,4,4,5,2,1,4,4,2,2,4,4,1,1,1,3,3,4,4,3,3,4,2,1,3,3,3,30,2,0,NA,0.02631578947368421,0,210,120,1,184.28571428571428,3.7777777777777777,3,2.3636363636363638,4,4,4,5,3,4,5,5,5,5,1,5,5,2,2,4,2,1,1,2,4,4,4,4,4,4,5,3,1,2,2,8,NA,4,NA,NA,0.07894736842105263,0,NA,NA,1,NA,4.333333333333333,3.3636363636363638,2.727272727272727,3,3,2,4,2,4,5,5,5,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,4,3,1,1,2,8,NA,3,NA,NA,0.07894736842105263,0,NA,NA,1,NA,3.6666666666666665,2.6363636363636362,2.6363636363636362
203697,60,Master/Diplom/Magister,7,2,5,2.8,1.4,2,68.57142857142857,90,55,3,4,3,3,4,3,2,3,4,1,1,3,3,3,3,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,NA,30,1,30,0,0.02631578947368421,0,NA,90,1,NA,3.2222222222222223,1,2.1818181818181817,2,3,3,3,4,3,3,3,3,3,NA,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,3,1,1,1,1,1,30,0,15,NA,0.05263157894736842,0.09090909090909091,90,15,1,68.57142857142857,3,1.2727272727272727,1.9,4,5,4,4,5,3,3,3,4,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,NA,30,1,0,NA,0.05263157894736842,0,NA,60,1,NA,3.888888888888889,1,1.8181818181818181,3,4,3,3,4,3,2,2,4,3,1,2,2,2,2,2,2,1,2,2,3,1,2,3,2,1,3,1,1,2,2,NA,30,1,NA,NA,0.07894736842105263,0,NA,NA,1,NA,3.111111111111111,1.9090909090909092,1.9090909090909092,2,4,4,4,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,1,3,3,NA,30,NA,20,NA,0.3684210526315789,1,NA,NA,1,NA,3.3333333333333335,2.1818181818181817,1
